Order_ID,Customer_ID,Customer_Name,Gender,Age,City,State,Product_Category,Product_Name,Quantity,Price,Discount,Sales,Profit,Payment_Method,Order_Date,Delivery_Date,Rating,Returned
OD-1158,C-5316,Kimberly Lee,Female,33,San Diego,CA,Electronics,Tablet,5,391.86,0.05,1861.34,122.38,Net Banking,2023-06-19,2023-06-27,1.5,No
OD-1159,C-5003,Ashley Jackson,Female,28,Indianapolis,IN,Sports,Running Shoes,4,48.32,30%,135.3,45.89,UPI,2023-05-27,2023-05-28,1.5,No
OD-1160,C-5119,Sandra Moore,Female,65,Los Angeles,CA,Fashion,Sneakers,2,77.43,0.0,154.86,54.07,Net Banking,2023-09-11,2023-09-14,3.0,Yes
OD-1161,C-5005,Joshua Thompson,Male,54,El Paso,TX,Electronics,Headphones,3,515.35,0.25,1159.54,246.97,Net Banking,2023-03-10,2023-03-18,3.0,No
OD-1162,C-5415,Joseph Garcia,Male,39,Philadelphia,PA,Sports,Running Shoes,6,31.81,0.05,181.32,9.83,UPI,2023-06-01,2023-06-05,2.0,No
OD-1163,C-5439,Barbara Miller,Female,70,Indianapolis,IN,Books,Self-Help Book,1,16.21,0.0,16.21,1.71,Debit Card,2023-09-02,2023-09-01,2.5,Yes
OD-1164,C-5134,Elizabeth Jones,Female,33,Columbus,OH,Home Decor,Area Rug,3,77.94,0.2,187.06,9.99,UPI,2023-12-21,2023-12-25,1.0,No
OD-1165,C-5239,Joshua Thompson,Male,28,San Francisco,CA,Sports,Backpack,6,53.33,0.25,239.99,20.45,UPI,2023-07-08,2023-07-12,2.5,No
OD-1166,C-5245,Charles Wilson,Male,47,El Paso,TX,Home Decor,Throw Pillow,6,75.54,0.15,385.25,-106.79,Debit Card,2023-05-07,2023-05-09,5.0,No
OD-1167,C-5271,Linda Brown,Female,22,Denver,CO,Electronics,Smartphone,5,757.56,0.05,3598.41,798.17,Debit Card,2023-03-26,2023-04-01,5.0,No
OD-1168,C-5060,Anthony Thomas,Male,63,Denver,CO,Beauty,Lipstick,5,28.36,0.0,141.8,26.38,Cash on Delivery,2023-08-01,2023-08-09,1.0,No
OD-1169,C-5237,Joshua Thompson,MALE,64,New York,NY,Beauty  ,Perfume,1,37.37,0.2,29.9,2.15,COD,2023-06-26,2023-06-28,5.0,Yes
OD-1170,C-5479,William Jones,Male,48,Los Angeles,CA,Home Decor,Throw Pillow,-2,91.37,30%,127.92,31.02,Net Banking,2023-07-11,2023-07-18,4.5,No
OD-1171,C-5193,David Miller,Male,61,Seattle,WA,Fashion,Socks,3,33.41,0.2,80.18,13.46,Debit Card,2023-04-25,2023-04-26,1.0,No
OD-1172,C-5238,Sandra Moore,Female,45,Seattle,WA,Beauty,Moisturizer,2,28.82,0.05,54.76,7.27,Credit Card,2023-01-17,2023-01-24,1.0,No
OD-1173,C-5106,William Jones,Male,24,El Paso,TX,Electronics,Smartwatch,5,632.89,0.3,2215.11,143.1,Credit Card,2023-07-25,2023-08-02,2.5,No
OD-1174,C-5112,Michael Brown,Male,26,Charlotte,NC,Home Decor,Table Lamp,6,77.48,0.2,371.9,85.3,UPI,2023-05-02,2023-05-07,2.0,No
OD-1175,C-5114,Susan Davis,Female,37,Dallas,TX,Electronics,Bluetooth Speaker,5,745.05,0.05,3538.99,841.56,Net Banking,2023-10-12,2023-10-20,1.0,No
OD-1176,C-5483,Elizabeth Jones,Female,68,Charlotte,NC,Home Decor,Curtains,4,65.39,0.1,235.4,38.36,Cash on Delivery,2023-08-31,2023-09-04,2.5,No
OD-1177,C-5440,Charles Wilson,Male,69,Columbus,OH,Electronics,Bluetooth Speaker,4,792.6,0.2,2536.32,530.08,Net Banking,2023-05-05,2023-05-10,2.5,No
OD-1178,C-5332,  David Miller  ,Male,46,Jacksonville,FL,Electronics,Bluetooth Speaker,6,717.88,0.0,4307.28,562.27,Cash on Delivery,2023-11-05,2023-11-06,1.5,No
OD-1179,C-5412,Kimberly Lee,Female,64,Seattle,WA,Fashion,Sneakers,2,73.95,0.1,133.11,18.76,Credit Card,2023-04-19,2023-04-23,0.0,No
OD-1180,C-5469,Donald Jackson,Male,62,El Paso,TX,Sports,Dumbbells,4,59.44,0.2,190.21,27.86,UPI,2023-07-14,2023-07-22,5.0,No
OD-1181,C-5158,Steven Martin,Male,41,Charlotte,NC,Beauty,Mascara,1,39.08,0.25,29.31,5.59,UPI,2023-04-15,2023-04-21,3.5,No
OD-1182,C-5024,Dorothy Martin,Female,32,Phoenix,AZ,Electronics,Headphones,5,774.77,0.2,3099.08,824.37,UPI,2023-03-20,2023-03-24,3.5,No
OD-1183,C-5195,Dorothy Martin,Female,33,Fort Worth,TX,Books,History Book,6,15.08,0.3,63.34,18.78,Net Banking,2023-08-24,2023-08-27,3.5,No
OD-1184,C-5072,Sandra Moore,Female,49,Philadelphia,PA,Books,History Book,1,18.43,0.3,12.9,3.92,Credit Card,2023-01-04,2023-01-11,2.0,No
OD-1185,C-5035,Charles Wilson,Male,18,San Antonio,TX,Books,Cookbook,3,10.09,0.25,22.7,5.68,Cash on Delivery,2023-09-05,2023-09-02,1.0,Yes
OD-1186,C-5273,Ashley Jackson,Female,44,New York,NY,Electronics,Bluetooth Speaker,6,418.36,0.1,2259.14,124.58,Net Banking,2023-04-02,2023-04-04,1.5,No
OD-1187,C-5077,Donald Jackson,Male,30,El Paso,TX,Books,Self-Help Book,3,13.81,0.15,35.22,2.6,Net Banking,2023-08-24,2023-08-28,2.5,No
OD-1188,C-5351,David Miller,Male,59,Los Angeles,CA,Electronics,Smartwatch,4,473.67,0.15,1610.48,107.64,Credit Card,2023-12-26,2023-12-29,1.5,No
OD-1189,C-5433,Jessica Garcia,Female,59,Austin,TX,Books,Fiction Novel,5,25.54,0.05,121.31,13.76,Cash on Delivery,2023-09-01,2023-09-06,1.0,No
OD-1190,C-5351,Paul Lee,Male,52,Denver,CO,Sports,Yoga Mat,2,60.01,0.1,108.02,5.91,Debit Card,2023-10-28,2023-10-31,4.0,No
OD-1191,C-5154,Christopher Martinez,Male,54,San Diego,CA,Books,Cookbook,6,$25.14,0.1,135.76,22.42,Debit Card,2023-12-19,2023-12-21,5.0,No
OD-1192,C-5028,Richard Davis,Male,45,San Diego,CA,Electronics,Headphones,5,685.26,0.2,2741.04,463.27,UPI,2023-01-16,2023-01-21,4.5,No
OD-1193,C-5117,Jennifer Williams,Female,53,San Francisco,CA,Beauty,Moisturizer,6,32.58,0.15,166.16,12.58,Cash on Delivery,2023-06-01,2023-06-05,1.5,No
OD-1194,C-5138,Charles Wilson,Male,42,Phoenix,AZ,Sports,Running Shoes,3,36.15,0.0,108.45,5.59,UPI,2023-08-16,2023-08-22,3.0,No
OD-1195,C-5068,David Miller,Male,29,Indianapolis,IN,Beauty,Face Wash,5,30.37,0.0,151.85,8.79,UPI,2023-10-11,2023-10-13,3.5,No
OD-1196,C-5007,Andrew Perez,Male,44,San Francisco,CA,Electronics,Tablet,5,$758.81,0.05,3604.35,798.68,Debit Card,2023-12-17,2023-12-24,2.0,No
OD-1197,C-5138,Joshua Thompson,Male,35,Fort Worth,TX,Fashion,T-Shirt,2,50.47,0.15,85.8,12.01,Credit Card,abcd-ef-gh,2023-07-09,2.5,No
OD-1198,C-5305,Donna Thompson,Female,30,Columbus,OH,Electronics,Laptop,3,273.65,0.15,697.81,104.44,Cash on Delivery,2023-07-14,2023-07-20,4.5,No
OD-1199,C-5221,  Emily Perez  ,Female,26,San Jose,CA,Home Decor,Vase,6,50.46,0.1,272.48,28.14,Net Banking,2023-06-13,2023-06-18,4.5,No
OD-1200,C-5401,Donald Jackson,Male,38,San Francisco,CA,Home Decor,Throw Pillow,3,44.2,0.2,106.08,11.66,Cash on Delivery,2023-04-03,2023-04-04,4.5,No
OD-1201,C-5225,Andrew Perez,Male,62,Chicago,IL,Beauty,Shampoo,4,19.18,0.1,69.05,8.47,Debit Card,2023-08-05,2023-08-12,1.5,No
OD-1202,C-5307,Nancy Martinez,Female,55,San Francisco,CA,Books,Sci-Fi Novel,6,16.53,0.0,99.18,28.49,UPI,2023-12-26,2023-12-28,1.5,No
OD-1203,C-5337,Jennifer Williams,Female,28,El Paso,TX,Electronics,Bluetooth Speaker,6,635.83,0.15,3242.73,1102.67,UPI,2023-08-09,2023-08-11,1.0,No
OD-1204,C-5133,Mark Moore,Male,50,Charlotte,NC,Books,Sci-Fi Novel,6,19.35,0.15,98.69,16.01,Net Banking,2023-12-14,2023-12-17,3.5,Yes
OD-1205,C-5248,  Richard Davis  ,Male,36,Indianapolis,IN,Electronics,Smartphone,6,346.5,0.1,1871.1,286.13,Debit Card,2023-09-24,2023-10-02,3.5,No
OD-1206,C-5050,Sarah Rodriguez,Female,64,Columbus,OH,Home Decor,Wall Art,3,-50.0,0.25,88.25,7.46,UPI,2023-11-28,2023-11-30,2.0,No
OD-1207,C-5265,Daniel Anderson,Male,53,Philadelphia,PA,Home Decor,Vase,4,105.01,0.05,399.04,115.45,Debit Card,2023-04-06,2023-04-13,4.0,Yes
OD-1208,C-5378,Donna Thompson,Female,30,Columbus,OH,Books,Cookbook,4,9.08,0.05,34.5,3.85,Credit Card,2023-10-23,2023-10-25,5.0,No
OD-1209,C-5188,Mary Smith,Female,30,Columbus,OH,Electronics,Headphones,6,735.82,0.2,3531.94,1200.06,UPI,2023-11-02,2023-11-09,4.0,No
OD-1210,C-5059,Jennifer Williams,Female,40,Columbus,OH,Books,Biography,6,21.71,0.1,117.23,38.17,Cash on Delivery,2023-02-13,2023-02-16,3.5,No
OD-1211,C-5123,Joshua Thompson,Male,25,Philadelphia,PA,Home Decor,Curtains,2,72.78,0.15,123.73,28.33,Cash on Delivery,2023-07-16,2023-07-23,2.0,No
OD-1212,C-5326,Sandra Moore,Female,62,Philadelphia,PA,Books,Biography,4,14.2,0.05,53.96,7.79,Net Banking,2023-11-14,2023-11-15,3.5,Yes
OD-1213,C-5249,Thomas Rodriguez,Male,30,San Francisco,CA,Books,Sci-Fi Novel,6,17.91,0.25,80.59,15.92,Net Banking,2023-09-08,2023-09-11,1.5,No
OD-1214,C-5016,,  Male  ,,houston,CA,Beauty  ,Table Lamp,,,0.3,198.73,37.2,upi,2023-10-09,,,no
OD-1215,C-5397,Sandra Moore,Female,70,Jacksonville,FL,Books,Fiction Novel,6,16.94,0.05,96.56,33.5,Credit Card,2023-12-01,2023-12-05,3.0,Yes
OD-1216,C-5231,Steven Martin,Male,40,Chicago,IL,Beauty,Lipstick,2,21.3,0.25,31.95,7.23,UPI,2023-12-30,2024-01-06,2.0,No
OD-1217,C-5072,Anthony Thomas,Male,70,San Antonio,TX,Electronics,Bluetooth Speaker,3,557.43,0.2,1337.83,283.13,UPI,2023-12-27,2024-01-01,3.0,No
OD-1218,C-5137,Betty Taylor,Female,61,Houston,TX,Fashion,Sneakers,1,80.59,0.3,56.41,13.92,Debit Card,2023-05-08,2023-05-11,3.5,No
OD-1219,C-5390,Barbara Miller,Female,49,Phoenix,AZ,Books,History Book,3,20.3,0.15,51.77,9.61,Credit Card,2023-07-26,2023-07-31,3.5,No
OD-1220,C-5487,Lisa Anderson,Female,38,Denver,CO,Electronics,Tablet,1,664.7,0.15,565.0,135.86,UPI,2023-02-02,2023-02-09,2.5,No
OD-1221,C-5423,Anthony Thomas,Male,49,Dallas,TX,Home Decor,Area Rug,3,75.41,0.05,214.92,47.25,Net Banking,2023-06-25,2023-06-26,1.0,No
OD-1222,C-5321,Karen Wilson,male,19,LOS ANGELES,TX,books,Sneakers,4,27.04,0.15,91.94,10.18,Cash on Delivery,2023-11-29,2023-12-04,2.0,YES
OD-1223,C-5048,Linda Brown,Female,34,Chicago,IL,Home Decor,Curtains,6,47.92,0.15,244.39,58.09,Debit Card,2023-08-08,2023-08-10,1.5,Yes
OD-1224,C-5110,Nancy Martinez,Female,22,Phoenix,AZ,Books,Biography,5,21.24,0.0,106.2,5.57,UPI,2023-03-03,2023-03-10,2.0,No
OD-1225,C-5037,Mark Moore,Male,42,Chicago,IL,Sports,Yoga Mat,1,34.16,0.1,30.74,2.8,Debit Card,2023-11-25,2023-11-28,1.5,No
OD-1226,C-5289,James Smith,Male,57,Philadelphia,PA,Beauty,Perfume,6,21.39,0.25,96.25,9.18,Net Banking,2023-11-12,2023-11-08,2.5,No
OD-1227,C-5460,Richard Davis,Male,26,Houston,TX,Books,History Book,4,15.33,15%,52.12,7.52,Debit Card,2023-05-07,2023-05-12,1.5,No
OD-1228,C-5284,Emily Perez,Female,56,El Paso,TX,Home Decor,Curtains,1,97.05,0.25,72.79,22.76,Debit Card,2023-09-23,2023-09-27,4.0,No
OD-1229,C-5331,Michael Brown,Male,68,San Diego,CA,Beauty,Mascara,1,22.23,0.25,16.67,3.8,Cash on Delivery,abcd-ef-gh,2023-01-13,3.5,No
OD-1230,C-5199,Dorothy Martin,Female,44,Jacksonville,FL,Books,History Book,2,22.73,0.3,31.82,2.29,Cash on Delivery,2023-02-04,2023-02-05,3.0,No
OD-1231,C-5021,Michael Brown,Male,68,San Francisco,CA,Books,Self-Help Book,6,21.83,0.3,91.69,16.01,Net Banking,2023-02-12,2023-02-15,3.0,No
OD-1232,C-5159,David Miller,Male,50,San Antonio,TX,Fashion,Dress,3,$48.1,0.25,108.23,30.19,Credit Card,2023-06-08,2023-06-15,2.5,Yes
OD-1233,C-5126,David Miller,Male,45,Houston,TX,Beauty,Face Wash,5,16.65,0.25,62.44,17.02,Debit Card,2023-03-03,2023-03-04,2.0,Yes
OD-1234,C-5084,Lisa Anderson,Female,40,Charlotte,NC,Books,History Book,3,12.01,0.05,34.23,9.41,UPI,2023-03-02,2023-03-03,3.5,No
OD-1235,C-5140,Margaret Thomas,Female,22,Dallas,TX,Sports,Backpack,6,24.24,0.15,123.62,25.12,Credit Card,2023-09-13,2023-09-16,3.5,No
OD-1236,C-5131,Richard Davis,Male,54,Houston,TX,Fashion,Socks,5,27.14,0.3,94.99,29.34,Debit Card,2023-01-24,2023-02-01,3.5,No
OD-1237,C-5472,Charles Wilson,Male,29,Los Angeles,CA,Books,History Book,6,20.8,0.05,118.56,17.37,Net Banking,2023-06-13,2023-06-18,1.5,No
OD-1238,C-5191,Joseph Garcia,MALE,50,new york,CA,electronics,Jeans,5,80.0,0.15,340.0,24.03,Cash on Delivery,2023-05-25,2023-05-30,3.5,NO
OD-1239,C-5284,Karen Wilson,Female,18,Jacksonville,FL,Fashion,Jacket,5,69.36,25%,260.1,61.6,Net Banking,2023-07-08,2023-07-16,2.5,No
OD-1240,C-5390,Donald Jackson,Male,27,New York,NY,Beauty,Lipstick,2,31.25,0.25,46.88,14.15,Credit Card,2023-06-21,2023-06-22,4.0,No
OD-1241,C-5054,Anthony Thomas,Male,51,San Diego,CA,Beauty,Mascara,1,44.18,0.05,41.97,11.06,Credit Card,2023-01-23,2023-01-27,-2.0,No
OD-1242,C-5359,Linda Brown,Female,47,Chicago,IL,Books,Fiction Novel,5,11.4,0.3,39.9,6.72,Cash on Delivery,2023-10-18,2023-10-19,4.0,No
OD-1243,C-5122,Andrew Perez,Male,34,Austin,TX,Beauty,Shampoo,6,24.79,0.15,126.43,-16.64,Credit Card,2023-04-14,2023-04-17,1.5,No
OD-1244,C-5055,Christopher Martinez,Male,46,Columbus,OH,Home Decor,Throw Pillow,1,74.59,0.3,52.21,5.86,UPI,2023-08-26,2023-08-31,1.5,No
OD-1245,C-5081,Joshua Thompson,Male,70,El Paso,TX,Electronics,Laptop,3,350.09,0.25,787.7,98.04,UPI,2023-07-22,2023-07-23,3.0,No
OD-1246,C-5420,Daniel Anderson,Male,19,San Francisco,CA,Beauty,Face Wash,6,31.5,0.0,189.0,35.65,Debit Card,2023-03-04,2023-03-05,1.0,No
OD-1247,C-5067,Matthew Taylor,Male,70,San Francisco,CA,Home Decor,Curtains,6,103.51,0.0,621.06,139.55,UPI,2023-02-08,2023-02-09,1.5,No
OD-1248,C-5463,Sarah Rodriguez,Female,69,Phoenix,AZ,Electronics,Headphones,1,293.06,0.15,249.1,16.24,Cash on Delivery,2023-08-10,2023-08-17,4.5,Yes
OD-1249,C-5196,Jessica Garcia,Female,29,Jacksonville,FL,Fashion,Jeans,3,42.11,0.05,120.01,7.25,Cash on Delivery,2023-11-12,2023-11-16,3.0,No
OD-1250,C-5211,Ashley Jackson,Female,48,Los Angeles,CA,Electronics,Headphones,4,344.11,0.05,1307.62,317.48,Cash on Delivery,2023-05-08,2023-05-09,4.0,No
OD-1251,C-5246,Sandra Moore,Female,68,Fort Worth,TX,Home Decor,Vase,5,59.16,0.1,266.22,27.67,UPI,2023-11-02,2023-11-06,1.0,No
OD-1252,C-5030,Nancy Martinez,Female,51,Jacksonville,FL,Books,Biography,2,10.8,0.25,16.2,1.98,Cash on Delivery,2023-01-29,2023-02-02,4.0,No
OD-1253,C-5479,Daniel Anderson,Male,29,San Diego,CA,Books,Self-Help Book,6,21.56,0.2,103.49,6.05,UPI,2023-10-18,2023-10-21,2.5,No
OD-1254,C-5278,Joshua Thompson,Male,29,Fort Worth,TX,Electronics,Smartphone,1,395.62,0.05,375.84,21.04,Net Banking,2023-01-01,2023-01-07,2.5,No
OD-1255,C-5175,Daniel Anderson,Male,69,Austin,TX,Electronics,Smartphone,2,586.77,0.05,1114.86,314.74,Cash on Delivery,2023-07-06,2023-07-08,3.5,No
OD-1256,C-5301,Richard Davis,Male,39,San Jose,CA,Home Decor,Table Lamp,2,88.73,0.15,150.84,43.37,Net Banking,2023-11-29,2023-12-05,2.0,No
OD-1257,C-5356,Donna Thompson,Female,68,Jacksonville,FL,Fashion,Socks,5,70.98,0.15,301.67,42.85,UPI,2023-03-07,2023-03-10,1.0,No
OD-1258,C-5201,Dorothy Martin,Female,20,Philadelphia,PA,Books,Self-Help Book,5,12.98,0.2,51.92,4.22,Net Banking,2023-03-14,2023-03-20,1.5,No
OD-1259,C-5178,Mary Smith,Female,28,Chicago,IL,Sports,Tennis Racket,6,51.63,0.1,278.8,51.3,UPI,2023-04-18,2023-04-22,1.5,No
OD-1260,C-5132,Richard Davis,Male,64,New York,NY,Electronics,Smartwatch,4,665.6,0.05,2529.28,797.65,Net Banking,2023-07-13,2023-07-19,5.0,No
OD-1261,C-5052,Nancy Martinez,Female,68,Denver,CO,Sports,Tennis Racket,2,27.83,0.0,55.66,16.13,Credit Card,2023-05-31,2023-06-01,3.5,No
OD-1262,C-5488,Richard Davis,Male,22,Austin,TX,Fashion,Sneakers,2,66.53,0.2,106.45,35.4,Credit Card,2023-06-23,2023-07-01,1.0,No
OD-1263,C-5483,Christopher Martinez,Male,56,Indianapolis,IN,Fashion,T-Shirt,1,44.88,0.05,42.64,7.37,Cash on Delivery,2023-10-04,2023-10-09,3.0,No
OD-1264,C-5122,Richard Davis,Male,21,San Francisco,CA,Books,Sci-Fi Novel,4,11.76,0.1,42.34,2.17,Credit Card,2023-05-31,2023-06-08,2.5,No
OD-1265,C-5014,Anthony Thomas,Male,28,San Jose,CA,Electronics,Smartwatch,1,436.51,0.15,371.03,70.97,UPI,2023-02-16,2023-02-23,2.0,No
OD-1266,C-5454,Elizabeth Jones,Female,41,Philadelphia,PA,Beauty,Lipstick,3,28.19,0.1,76.11,8.97,UPI,2023-10-16,2023-10-17,2.0,No
OD-1267,C-5044,Jennifer Williams,  Male  ,69,Seattle,WA,  Fashion ,Face Wash,2,31.61,0.3,44.25,7.35,Cash on Delivery,2023-08-03,2023-08-11,2.5,No
OD-1268,C-5154,David Miller,Male,43,Los Angeles,CA,Books,Sci-Fi Novel,5,23.41,25%,87.79,30.27,Debit Card,2023-03-03,2023-03-11,2.0,No
OD-1269,C-5498,Anthony Thomas,Male,69,San Antonio,TX,Fashion,T-Shirt,4,31.23,0.25,93.69,16.92,Debit Card,2023-11-01,2023-11-06,3.5,No
OD-1270,C-5045,  Elizabeth Jones  ,Female,53,San Francisco,CA,Books,Self-Help Book,3,18.35,0.3,38.54,2.07,Cash on Delivery,2023-10-28,2023-11-04,1.5,No
OD-1271,C-5077,Charles Wilson,Male,54,Denver,CO,Books,Fiction Novel,1,19.13,0.0,19.13,5.47,Cash on Delivery,2023-06-26,2023-07-03,3.0,No
OD-1272,C-5336,Lisa Anderson,Female,54,El Paso,TX,Beauty,Lipstick,2,23.26,0.05,44.19,10.41,Net Banking,2023-01-20,2023-01-27,3.5,No
OD-1273,C-5026,Nancy Martinez,Female,35,Jacksonville,FL,Electronics,Headphones,3,437.91,0.3,919.61,181.61,Credit Card,2023-04-27,2023-04-30,3.0,No
OD-1274,C-5397,Mary Smith,Female,35,Indianapolis,IN,Books,History Book,1,12.38,0.05,11.76,3.81,Net Banking,2023-09-06,2023-09-12,1.0,No
OD-1275,C-5406,Christopher Martinez,Male,22,San Jose,CA,Sports,Backpack,4,26.7,0.3,74.76,15.5,Cash on Delivery,2023-01-15,2023-01-18,2.5,No
OD-1276,C-5429,,female,, dallas,CA,Beauty  ,Lipstick,,,0.1,97.58,15.66,UPI ,2023-09-16,,,YES
OD-1277,C-5124,Linda Brown,Female,49,El Paso,TX,Beauty,Moisturizer,4,32.61,0.1,117.4,17.99,UPI,2023-12-19,2023-12-21,3.0,Yes
OD-1278,C-5198,Michael Brown,Male,28,Denver,CO,Fashion,Jeans,6,39.16,0.05,223.21,29.18,Net Banking,2023-09-20,2023-09-21,1.0,No
OD-1279,C-5467,Thomas Rodriguez,Male,59,Philadelphia,PA,Books,Fiction Novel,2,13.54,0.3,18.96,6.31,UPI,2023-08-05,2023-08-12,3.5,No
OD-1280,C-5130,Anthony Thomas,Male,47,San Jose,CA,Sports,Backpack,5,37.68,0.0,188.4,9.84,UPI,2023-10-15,2023-10-20,3.0,No
OD-1281,C-5247,William Jones,MALE,39,Dallas,TX,electronics,Water Bottle,3,31.97,0.25,-71.93,24.14,UPI ,2023-04-07,2023-04-10,5.0,No
OD-1282,C-5461,Michael Brown,F,69,El Paso,TX,books,Shampoo,3,35.42,0.25,79.7,4.59,upi,2023-06-01,2023-06-06,4.0,No
OD-1283,C-5199,Robert Williams,Male,55,Denver,CO,Fashion,Jacket,6,65.52,0.25,294.84,62.03,Net Banking,2023-12-10,2023-12-16,5.0,No
OD-1284,C-5433,Christopher Martinez,Male,60,Seattle,WA,Fashion,Jacket,1,52.42,0.25,39.31,5.02,Cash on Delivery,abcd-ef-gh,2023-04-10,1.5,No
OD-1285,C-5182,Mark Moore,Male,65,San Jose,CA,Beauty,Perfume,3,22.82,0.1,61.61,11.65,Credit Card,2023-08-29,2023-08-30,1.5,No
OD-1286,C-5456,  Matthew Taylor  ,Male,50,Houston,TX,Sports,Running Shoes,5,33.53,0.0,167.65,52.18,Debit Card,2023-03-12,2023-03-16,3.5,No
OD-1287,C-5292,Karen Wilson,Female,27,Austin,TX,Sports,Dumbbells,1,41.48,0.25,31.11,10.76,UPI,2023-11-21,2023-11-22,1.0,No
OD-1288,C-5141,Anthony Thomas,Male,150,Philadelphia,PA,Books,Biography,4,23.13,0.3,64.76,4.95,Cash on Delivery,2023-08-11,2023-08-18,4.0,No
OD-1289,C-5495,Nancy Martinez,Female,42,New York,NY,Electronics,Bluetooth Speaker,2,664.56,0.0,1329.12,422.13,Cash on Delivery,2023-04-08,2023-04-09,1.0,No
OD-1290,C-5116,Jennifer Williams,Female,37,Phoenix,AZ,Electronics,Smartwatch,5,587.88,0.05,2792.43,194.31,Credit Card,2023-06-02,2023-06-07,4.5,No
OD-1291,C-5306,Margaret Thomas,Female,39,Indianapolis,IN,Sports,Dumbbells,3,62.84,0.15,160.24,25.28,Debit Card,2023-03-26,2023-04-02,1.0,No
OD-1292,C-5115,Thomas Rodriguez,Male,31,New York,NY,Books,Sci-Fi Novel,2,11.22,0.25,16.83,4.13,Credit Card,2023-07-12,2023-07-17,5.0,No
OD-1293,C-5025,Emily Perez,Female,21,Houston,TX,Sports,Yoga Mat,1,49.97,0.15,42.47,7.78,Credit Card,2023-10-08,2023-10-13,4.5,No
OD-1294,C-5106,  James Smith  ,Male,37,Indianapolis,IN,Sports,Yoga Mat,6,42.85,0.2,205.68,47.65,Debit Card,2023-08-03,2023-08-05,5.0,No
OD-1295,C-5061,,F,,Phoenix  ,TX,books,Moisturizer,,,0.1,94.45,28.28,COD,2023-07-03,,,YES
OD-1296,C-5021,Ashley Jackson,Female,49,San Antonio,TX,Sports,Running Shoes,3,30.85,0.0,92.55,23.28,Credit Card,2023-10-21,2023-10-29,2.0,No
OD-1297,C-5400,Betty Taylor,Female,22,Houston,TX,Home Decor,Curtains,2,68.89,0.1,124.0,16.03,Credit Card,2023-02-21,2023-02-24,1.0,No
OD-1298,C-5185,Mary Smith,Female,45,Houston,TX,Electronics,Smartphone,1,730.08,0.25,-547.56,133.69,UPI,2023-07-03,2023-07-11,3.0,No
OD-1299,C-5191,,  Male  ,,houston,TX,electronics,Mascara,,,0.15,78.71,20.23,COD,2023-08-04,,,NO
OD-1300,C-5357,,female,,LOS ANGELES,TX,electronics,Face Wash,,,0.25,117.21,21.27,upi,2023-07-14,,,  Yes  
OD-1301,C-5248,Lisa Anderson,Female,25,Indianapolis,IN,Beauty,Lipstick,1,22.85,0.1,20.57,1.1,Cash on Delivery,2023-10-23,2023-10-27,3.5,No
OD-1302,C-5268,Donna Thompson,Female,24,Indianapolis,IN,Sports,Tennis Racket,2,41.24,0.25,61.86,15.64,Net Banking,2023-03-18,2023-03-19,1.0,No
OD-1303,C-5259,Nancy Martinez,Female,49,Philadelphia,PA,Electronics,Smartwatch,3,$400.08,0.1,1080.22,70.33,Debit Card,2023-10-09,2023-10-16,4.0,No
OD-1304,C-5041,Karen Wilson,Female,46,Denver,CO,Beauty,Lipstick,4,28.41,0.0,113.64,39.12,Credit Card,2023-02-22,2023-03-01,4.0,Yes
OD-1305,C-5286,Ashley Jackson,Female,18,Chicago,IL,Books,Sci-Fi Novel,6,14.48,20%,69.5,15.2,Net Banking,2023-06-24,2023-06-30,1.0,No
OD-1306,C-5433,Karen Wilson,Female,39,Seattle,WA,Books,Sci-Fi Novel,4,21.9,0.1,78.84,20.87,Credit Card,2023-02-19,2023-02-23,1.0,No
OD-1307,C-5182,Andrew Perez,Male,53,Charlotte,NC,Home Decor,Curtains,1,39.3,0.05,37.33,7.38,Net Banking,2023-02-24,2023-03-01,2.5,No
OD-1308,C-5062,Barbara Miller,Female,31,Columbus,OH,Fashion,Socks,3,32.82,15%,83.69,5.35,Cash on Delivery,2023-03-05,2023-03-13,4.5,No
OD-1309,C-5490,Betty Taylor,Female,26,Fort Worth,TX,Electronics,Bluetooth Speaker,6,296.23,0.15,1510.77,455.72,Net Banking,2023-09-18,2023-09-21,2.0,No
OD-1310,C-5054,Elizabeth Jones,Female,60,El Paso,TX,Books,Self-Help Book,5,24.87,0.15,105.7,36.34,Debit Card,2023-05-21,2023-05-28,3.5,No
OD-1311,C-5232,  Thomas Rodriguez  ,Male,26,Indianapolis,IN,Books,History Book,6,18.22,0.3,76.52,19.93,UPI,2023-12-31,2024-01-04,2.5,No
OD-1312,C-5320,Andrew Perez,Male,61,Jacksonville,FL,Sports,Dumbbells,6,48.3,5%,275.31,55.38,UPI,2023-12-30,2024-01-01,3.5,No
OD-1313,C-5246,Kimberly Lee,Female,54,Indianapolis,IN,Sports,Tennis Racket,5,33.01,0.3,115.53,20.42,Credit Card,2023-09-25,2023-09-27,1.0,No
OD-1314,C-5075,Michael Brown,Male,60,Los Angeles,CA,Fashion,Jacket,2,80.11,0.25,120.16,15.04,Credit Card,2023-12-20,2023-12-25,2.5,No
OD-1315,C-5017,  Jennifer Williams  ,Female,70,Columbus,OH,Electronics,Bluetooth Speaker,6,669.33,30%,-2811.19,329.73,Cash on Delivery,2023-07-19,2023-07-23,5.0,No
